Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Age_of_Car,Power_per_Liter,Mileage_per_Seat
2378,Honda Mobilio S i DTEC,Coimbatore,2017,50808,0,0,Second,24.2,1498,98.6,7.0,6.68,7,4.07,3.46
2379,Hyundai EON Era Plus,Jaipur,2017,52000,1,0,Second,21.1,814,55.2,5.0,3.5,7,2.62,4.22
2381,Maruti Ciaz VDi Plus SHVS,Delhi,2017,25000,0,0,First,28.09,1248,88.5,5.0,8.3,7,3.15,5.62
2384,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,0,0,First,24.3,1248,88.5,5.0,7.85,7,3.64,4.86
2386,Hyundai Grand i10 CRDi Sportz,Kolkata,2014,25135,0,0,First,24.0,1120,70,5.0,3.75,10,2.92,4.8
2387,Maruti Ertiga VDI,Delhi,2017,65000,0,0,First,25.47,1248,88.50,7.0,7.65,7,3.47,3.64
2391,Maruti Ciaz VXi Plus,Kochi,2016,51950,1,0,First,20.73,1373,91.1,5.0,6.75,8,4.39,4.15
2396,Hyundai i20 2015-2017 1.4 Magna ABS,Pune,2012,64000,0,0,First,21.9,1396,90,5.0,4.25,12,4.11,4.38
2402,Maruti Baleno Alpha 1.2,Delhi,2016,27000,1,0,First,21.4,1197,83.1,5.0,6.5,8,3.88,4.28
2404,Renault KWID RXT,Hyderabad,2016,73000,1,0,First,25.17,799,53.3,5.0,3.2,8,2.12,5.03
2410,Maruti Vitara Brezza ZDi Plus,Jaipur,2017,48324,0,0,First,24.3,1248,88.5,5.0,9.0,7,3.64,4.86
2413,Hyundai Grand i10 1.2 CRDi Sportz,Kochi,2017,20773,0,0,First,24.0,1186,73.97,5.0,5.92,7,3.08,4.8
2414,Volkswagen Polo 1.5 TDI Highline,Kolkata,2016,22000,0,0,First,20.14,1498,88,5.0,6.29,8,4.37,4.03
2424,Hyundai i20 Magna 1.4 CRDi (Diesel),Jaipur,2013,51873,0,0,First,21.9,1396,88.76,5.0,3.9,11,4.05,4.38
2430,Hyundai i10 Magna,Kolkata,2007,71600,1,0,Second,20.36,1197,78.9,5.0,2.0,17,3.88,4.07
2438,Maruti Dzire VDI,Hyderabad,2011,110000,0,0,First,28.4,1248,73.75,5.0,4.0,13,2.6,5.68
2440,Maruti Baleno Delta 1.3,Delhi,2017,33000,0,0,First,27.39,1248,74,5.0,6.96,7,2.7,5.48
2442,Hyundai EON Era Plus,Jaipur,2016,70000,1,0,First,21.1,814,55.2,5.0,3.0,8,2.62,4.22
2443,Volkswagen Polo 1.5 TDI Highline,Delhi,2012,68038,0,0,First,20.14,1498,88,5.0,3.6,12,4.37,4.03
2444,Chevrolet Beat Diesel LS,Coimbatore,2014,55012,0,0,Second,25.44,936,57.6,5.0,3.7,10,2.26,5.09
2447,Maruti Alto K10 VXI,Coimbatore,2011,46808,1,0,Second,24.07,998,67.1,5.0,3.19,13,2.79,4.81
2448,Hyundai Xcent 1.2 VTVT S,Coimbatore,2015,65743,1,0,First,20.14,1197,81.86,5.0,6.2,9,4.06,4.03
2451,Maruti Swift Dzire Tour LDI,Jaipur,2016,80000,0,0,First,23.4,1248,74,5.0,4.5,8,3.16,4.68
2452,Hyundai Xcent 1.2 CRDi E Plus,Mumbai,2017,69000,0,0,First,25.4,1186,73.97,5.0,3.55,7,2.91,5.08
2453,Nissan Sunny Diesel XV,Chennai,2014,79200,0,0,First,22.71,1461,84.8,5.0,5.5,10,3.73,4.54
2457,Renault Pulse RxL,Delhi,2014,67668,0,0,First,23.08,1461,63.12,5.0,3.1,10,2.73,4.62
2459,Ford EcoSport 1.5 Diesel Titanium,Mumbai,2017,30000,0,0,First,23.0,1498,98.96,5.0,8.99,7,4.3,4.6
2469,Maruti Swift Dzire LDI,Jaipur,2015,144000,0,0,First,26.59,1248,74,5.0,5.25,9,2.78,5.32
2472,Maruti Baleno Zeta Automatic,Coimbatore,2018,38852,1,1,First,21.4,1197,83.1,5.0,8.47,6,3.88,4.28
2473,Maruti Ciaz ZDi Plus,Coimbatore,2018,68737,0,0,First,26.21,1248,88.5,5.0,9.32,6,3.38,5.24
2475,Honda Mobilio RS i DTEC,Delhi,2015,31250,0,0,First,24.5,1498,98.6,7.0,6.5,9,4.02,3.5
2479,Chevrolet Beat Diesel LS,Kochi,2013,44378,0,0,First,25.44,936,57.6,5.0,3.85,11,2.26,5.09
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,0,0,First,24.3,1248,88.5,5.0,9.38,7,3.64,4.86
2492,Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,1,0,First,24.7,796,47.3,5.0,3.8,5,1.91,4.94
2496,Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,0,1,First,21.5,1498,108.5,5.0,8.95,8,5.05,4.3
2503,Maruti Ertiga VDI,Kolkata,2014,47052,0,0,First,20.77,1248,88.76,7.0,5.99,10,4.27,2.97
2507,Tata Indica Vista Quadrajet VX,Hyderabad,2012,137800,0,0,First,22.3,1248,74,5.0,2.2,12,3.32,4.46
2511,Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,0,0,First,24.0,1120,70,5.0,4.0,10,2.92,4.8
2518,Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,0,0,First,23.4,1248,74,5.0,4.25,12,3.16,4.68
2519,Maruti Swift VDI,Pune,2018,30000,0,0,First,28.4,1248,74,5.0,6.0,6,2.61,5.68
2531,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,0,0,First,21.64,1461,84.8,5.0,4.05,12,3.92,4.33
2534,Maruti Vitara Brezza ZDi,Kolkata,2018,2900,0,0,First,24.3,1248,88.5,5.0,8.75,6,3.64,4.86
2536,Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,0,0,First,21.13,1498,108.4,5.0,11.92,6,5.13,4.23
2539,Honda City i DTEC VX Option,Pune,2014,71000,0,0,First,25.1,1498,98.6,5.0,7.45,10,3.93,5.02
2540,Hyundai EON Magna Plus,Jaipur,2017,12000,1,0,First,21.1,814,55.2,5.0,3.5,7,2.62,4.22
2550,Maruti Ertiga ZDI,Delhi,2014,52000,0,0,First,20.77,1248,88.8,7.0,5.95,10,4.28,2.97
2551,Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,0,0,First,20.45,1461,83.8,5.0,5.35,9,4.1,4.09
2555,Honda Amaze E i-Dtech,Pune,2016,62000,0,0,First,25.8,1498,98.6,5.0,6.1,8,3.82,5.16
2557,Hyundai EON D Lite Plus,Hyderabad,2013,84600,1,0,Second,21.1,814,55.2,5.0,2.5,11,2.62,4.22
2558,Datsun redi-GO T Option,Kochi,2018,30953,1,0,First,22.7,799,53.64,5.0,3.48,6,2.36,4.54
2559,Maruti Swift VDI,Chennai,2012,78000,0,0,First,22.9,1248,74,5.0,4.4,12,3.23,4.58
2564,Maruti Swift Dzire VDI,Coimbatore,2014,67557,0,0,First,23.4,1248,74,5.0,5.17,10,3.16,4.68
2571,Maruti Swift Dzire ZDI,Kochi,2015,35082,0,0,First,23.4,1248,74,5.0,6.61,9,3.16,4.68
2577,Hyundai i10 Magna,Mumbai,2008,38235,1,0,First,20.36,1197,78.9,5.0,1.95,16,3.88,4.07
2578,Hyundai i10 Sportz 1.2,Kolkata,2011,37000,1,0,First,20.36,1197,78.9,5.0,2.2,13,3.88,4.07
2581,Maruti Celerio ZXI AT,Pune,2016,54000,1,1,First,23.1,998,67.04,5.0,4.5,8,2.9,4.62
2584,Hyundai i10 Sportz,Coimbatore,2012,47324,1,0,Second,20.36,1197,78.9,5.0,4.52,12,3.88,4.07
2587,Nissan Terrano XL 85 PS,Bangalore,2014,87000,0,0,First,20.45,1461,83.8,5.0,6.5,10,4.1,4.09
2589,Maruti Wagon R VXI AMT,Mumbai,2016,8000,1,1,First,22.5,998,67,5.0,4.15,8,2.98,4.5
2592,Maruti Alto K10 VXI,Mumbai,2016,13198,1,0,First,24.07,998,67.1,5.0,3.15,8,2.79,4.81
2595,Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,1,1,First,23.84,1199,83.83,5.0,6.97,5,3.52,4.77
2596,Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,1,0,First,20.36,1197,78.9,5.0,3.2,13,3.88,4.07
2598,Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,0,0,First,20.46,1461,83.8,5.0,6.69,11,4.1,4.09
2601,Maruti Swift Dzire VDI,Kolkata,2013,22000,0,0,First,23.4,1248,74,5.0,4.5,11,3.16,4.68
2602,Hyundai EON Magna,Pune,2015,55000,1,0,First,22.0,814,55,5.0,2.61,9,2.5,4.4
2605,Tata Nano Cx,Jaipur,2010,57000,1,0,First,26.0,624,35,4.0,0.5,14,1.35,6.5
2606,Maruti Ciaz ZDi Plus,Kolkata,2015,62144,0,0,Second,26.21,1248,88.5,5.0,5.75,9,3.38,5.24
2608,Hyundai EON Era Plus,Jaipur,2015,38000,1,0,First,21.1,814,55.2,5.0,2.75,9,2.62,4.22
2611,Maruti Ritz VDi,Pune,2012,23598,0,0,First,23.2,1248,73.94,5.0,3.52,12,3.19,4.64
2613,Maruti Swift Dzire LDI,Pune,2016,39000,0,0,First,26.59,1248,74,5.0,5.8,8,2.78,5.32
2614,Maruti Swift Dzire VDI,Hyderabad,2013,84175,0,0,First,23.4,1248,74,5.0,6.95,11,3.16,4.68
2619,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,0,0,First,24.0,1120,70,5.0,4.5,8,2.92,4.8
2620,Tata Indica Vista Quadrajet LS,Pune,2014,180000,0,0,First,22.3,1248,74,5.0,2.5,10,3.32,4.46
2624,Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,0,0,First,24.0,1120,70,5.0,4.96,9,2.92,4.8
2627,Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,1,0,Second,24.7,796,47.3,5.0,2.75,10,1.91,4.94
2629,Maruti Ertiga ZDI,Hyderabad,2013,120000,0,0,First,20.77,1248,88.8,7.0,7.0,11,4.28,2.97
2632,Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,0,0,First,20.34,1498,103.2,5.0,6.5,10,5.07,4.07
2645,Tata Nano Twist XT,Coimbatore,2015,19963,1,0,Second,25.4,624,37.5,4.0,1.74,9,1.48,6.35
2649,Honda Amaze S Diesel,Hyderabad,2015,29000,0,0,First,27.4,1498,98.6,5.0,5.99,9,3.6,5.48
2651,Maruti Baleno Zeta 1.2,Delhi,2018,22900,1,0,First,21.4,1197,83.1,5.0,7.0,6,3.88,4.28
2653,Honda Amaze S i-DTEC,Jaipur,2015,60207,0,0,First,25.8,1498,98.6,5.0,5.5,9,3.82,5.16
2658,Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,0,1,First,21.66,1498,103.52,5.0,5.96,9,4.78,4.33
2662,Maruti Ciaz ZXi Plus,Chennai,2015,30000,1,0,First,20.73,1373,91.1,5.0,6.7,9,4.39,4.15
2663,Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,0,0,First,22.7,1498,89.84,5.0,4.9,11,3.96,4.54
2665,Maruti Alto K10 VXI,Kochi,2018,46805,1,0,First,24.07,998,67.1,5.0,3.63,6,2.79,4.81
2674,Tata Indica V2 eLS,Chennai,2017,129000,0,0,First,25.0,1396,69,5.0,3.0,7,2.76,5.0
2678,Maruti Wagon R LXI,Kochi,2011,15466,1,0,First,22.5,998,67.04,5.0,3.36,13,2.98,4.5
2680,Hyundai i10 Magna,Coimbatore,2012,43766,1,0,First,20.36,1197,78.9,5.0,4.3,12,3.88,4.07
2682,Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,0,0,First,22.54,1396,88.73,5.0,9.18,6,3.94,4.51
2683,Maruti Celerio ZXI Optional,Hyderabad,2017,26400,1,0,First,23.1,998,67.04,5.0,4.99,7,2.9,4.62
2686,Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,0,0,First,27.3,1498,98.6,5.0,7.2,8,3.61,5.46
2694,Maruti Wagon R VXI,Kochi,2014,41994,1,0,First,22.5,998,67.04,5.0,3.41,10,2.98,4.5
2700,Maruti Wagon R VXI 1.2,Jaipur,2015,64876,1,0,First,21.5,1197,81.80,5.0,3.5,9,3.8,4.3
2702,Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,0,0,First,24.3,1248,88.5,5.0,10.34,7,3.64,4.86
2707,Maruti Vitara Brezza VDi Option,Kochi,2018,51921,0,0,First,24.3,1248,88.5,5.0,8.62,6,3.64,4.86
2708,Maruti Swift Dzire VDI,Mumbai,2017,18414,0,0,First,23.4,1248,74,5.0,7.25,7,3.16,4.68
2712,Hyundai EON Era Plus,Jaipur,2017,8500,1,0,First,21.1,814,55.2,5.0,3.42,7,2.62,4.22
2715,Maruti Swift AMT DDiS VDI,Chennai,2018,11000,0,0,First,28.4,1248,74,5.0,8.0,6,2.61,5.68
2716,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,0,0,First,22.7,1498,89.84,5.0,7.33,9,3.96,4.54
2718,Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,0,0,First,20.34,1498,103.2,5.0,4.4,11,5.07,4.07
2721,Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,0,0,First,20.14,1498,88.73,5.0,6.63,8,4.41,4.03
2722,Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,0,0,First,21.66,1498,108.62,5.0,7.9,6,5.01,4.33
2727,Hyundai i20 Active S Diesel,Jaipur,2015,81310,0,0,First,21.19,1396,88.76,5.0,5.9,9,4.19,4.24
2728,Maruti Baleno Alpha CVT,Kochi,2019,13574,1,1,First,21.4,1197,83.1,5.0,9.51,5,3.88,4.28
2732,Maruti Swift Dzire ZDI,Jaipur,2012,83000,0,0,First,23.4,1248,74,5.0,4.3,12,3.16,4.68
2733,Maruti Swift Dzire ZXI,Jaipur,2017,37282,1,0,First,20.85,1197,83.14,5.0,6.75,7,3.99,4.17
2739,Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,0,0,First,21.12,1248,88.8,5.0,3.54,10,4.2,4.22
2744,Maruti Ritz VDi,Hyderabad,2012,78401,0,0,First,23.2,1248,73.94,5.0,3.9,12,3.19,4.64
2745,Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,0,0,First,24.3,1248,88.5,5.0,9.13,7,3.64,4.86
2749,Maruti Wagon R LXI,Mumbai,2010,37822,1,0,First,22.5,998,67.04,5.0,2.35,14,2.98,4.5
2750,Maruti Celerio ZDi,Kolkata,2015,33517,0,0,First,27.62,793,47,5.0,3.1,9,1.7,5.52
2752,Hyundai EON D Lite Plus Option,Kolkata,2017,60000,1,0,First,21.1,814,55.2,5.0,2.5,7,2.62,4.22
2756,Maruti Swift VXI Optional,Kochi,2017,26327,1,0,First,20.4,1197,81.80,5.0,5.86,7,4.01,4.08
2758,Maruti Swift VDI Optional,Coimbatore,2018,61386,0,0,First,25.2,1248,74,5.0,7.05,6,2.94,5.04
2759,Maruti Swift AMT VDI,Delhi,2018,11500,0,1,First,28.4,1248,74,5.0,7.5,6,2.61,5.68
2760,Chevrolet Beat Diesel LS,Chennai,2012,58000,0,0,First,25.44,936,57.6,5.0,2.1,12,2.26,5.09
2764,Hyundai i10 Sportz,Kolkata,2016,7000,1,0,First,20.36,1197,78.9,5.0,3.6,8,3.88,4.07
2765,Honda Amaze S i-DTEC,Ahmedabad,2014,20000,0,0,Second,25.8,1498,98.6,5.0,4.5,10,3.82,5.16
2766,Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,0,0,First,21.9,1396,88.76,5.0,7.4,7,4.05,4.38
2770,Maruti Baleno Alpha,Mumbai,2016,12208,1,0,First,21.4,1197,83.1,5.0,6.75,8,3.88,4.28
2776,Maruti Swift Dzire VDI,Ahmedabad,2017,26000,0,0,First,26.59,1248,74,5.0,7.5,7,2.78,5.32
2782,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,0,0,First,23.0,1396,90,5.0,5.85,10,3.91,4.6
2784,Nissan Micra Diesel XV,Hyderabad,2011,86732,0,0,First,23.08,1461,63.1,5.0,3.6,13,2.73,4.62
2789,Maruti Baleno Delta 1.2,Coimbatore,2018,25093,1,0,First,21.4,1197,83.1,5.0,7.76,6,3.88,4.28
2791,Renault Fluence Diesel E4,Delhi,2012,87510,0,0,First,21.8,1461,78,5.0,3.49,12,3.58,4.36
2800,Renault KWID RXT,Mumbai,2016,24000,1,0,First,25.17,799,53.3,5.0,3.1,8,2.12,5.03
2801,Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,1,1,First,22.5,999,67,5.0,4.28,7,2.98,4.5
2804,Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,1,0,First,24.7,796,47.3,5.0,4.29,6,1.91,4.94
2806,Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,0,0,First,23.0,1396,90,5.0,4.11,12,3.91,4.6
2810,Maruti Wagon R LXI Optional,Kolkata,2016,4800,1,0,First,20.51,998,67.04,5.0,3.6,8,3.27,4.1
2813,Honda City i DTEC VX,Jaipur,2014,74000,0,0,Second,25.1,1498,98.6,5.0,6.4,10,3.93,5.02
2817,Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,0,0,First,28.09,1248,88.5,5.0,7.1,8,3.15,5.62
2828,Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,0,0,First,20.5,1248,91.72,5.0,7.71,6,4.47,4.1
2829,Maruti Wagon R Stingray VXI,Delhi,2013,32378,1,0,First,20.51,998,67.04,5.0,2.8,11,3.27,4.1
2830,Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,0,0,First,22.1,1248,76.9,5.0,3.0,11,3.48,4.42
2832,Tata Zest Quadrajet 1.3,Kochi,2016,54199,0,0,First,23.0,1248,88.8,5.0,5.0,8,3.86,4.6
2834,Maruti Swift VDI BSIV,Chennai,2015,23000,0,0,First,25.2,1248,74,5.0,6.5,9,2.94,5.04
2836,Tata Indigo CS eVX,Chennai,2015,100073,0,0,Second,25.0,1396,69.01,5.0,2.0,9,2.76,5.0
2843,Maruti Wagon R AMT VXI,Kochi,2018,27413,1,1,First,20.51,998,67,5.0,5.18,6,3.27,4.1
2850,Hyundai i10 Magna 1.2,Mumbai,2012,51000,1,0,First,20.36,1197,78.9,5.0,2.85,12,3.88,4.07
2851,Renault KWID 1.0 RXT Optional,Kochi,2018,18335,1,0,First,21.7,999,67,5.0,4.5,6,3.09,4.34
2856,Chevrolet Beat Diesel LT,Coimbatore,2013,75421,0,0,First,25.44,936,56.3,5.0,3.63,11,2.21,5.09
2858,Maruti Swift Dzire VXI,Kochi,2018,10671,1,0,First,20.85,1197,83.14,5.0,6.51,6,3.99,4.17
2859,Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,1,0,First,21.7,999,67,5.0,4.8,6,3.09,4.34
2860,Tata Bolt Quadrajet XM,Hyderabad,2017,98500,0,0,First,22.95,1248,74,5.0,6.0,7,3.22,4.59
2862,Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,0,0,First,20.34,1498,103.2,5.0,4.9,10,5.07,4.07
2867,Hyundai EON Era Plus,Kochi,2018,15334,1,0,First,21.1,814,55.2,5.0,3.69,6,2.62,4.22
2868,Maruti Swift Dzire VDI,Hyderabad,2013,69000,0,0,First,23.4,1248,74,5.0,5.75,11,3.16,4.68
2869,Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,0,0,First,20.14,1498,88.5,5.0,5.7,10,4.39,4.03
2872,Maruti Wagon R Stingray VXI,Kolkata,2014,23840,1,0,First,20.51,998,67.04,5.0,3.0,10,3.27,4.1
2873,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,0,0,First,20.14,1498,88.8,5.0,6.5,10,4.41,4.03
2875,Honda Amaze SX i-DTEC,Kochi,2016,51806,0,0,First,25.8,1498,98.6,5.0,5.4,8,3.82,5.16
2877,Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,0,0,First,24.7,1047,69,5.0,7.46,5,2.79,4.94
2878,Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,0,1,First,21.5,1498,108.5,5.0,9.6,7,5.05,4.3
2881,Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,0,1,First,21.66,1498,103.52,5.0,8.59,8,4.78,4.33
2882,Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,0,0,First,25.83,1498,99,5.0,5.29,8,3.83,5.17
2892,Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,0,0,First,23.0,1396,90,5.0,3.37,13,3.91,4.6
2894,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,0,0,First,21.5,1497,108.5,5.0,9.9,6,5.05,4.3
2901,Maruti Swift Dzire VDI,Delhi,2014,52000,0,0,First,23.4,1248,74,5.0,5.25,10,3.16,4.68
2902,Maruti Ciaz ZXi,Kolkata,2015,25470,1,0,First,20.73,1373,91.1,5.0,5.9,9,4.39,4.15
2903,Hyundai EON Era Plus,Pune,2013,22000,1,0,First,21.1,814,55.2,5.0,2.6,11,2.62,4.22
2906,Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,0,0,First,24.0,1186,73.97,5.0,5.75,7,3.08,4.8
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,0,0,First,21.43,1364,86.79,5.0,6.5,12,4.05,4.29
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,1,1,First,20.89,1197,81.80,5.0,7.36,5,3.92,4.18
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,0,0,First,23.59,1364,67.05,5.0,6.0,9,2.84,4.72
2927,Maruti Celerio ZXI AT,Jaipur,2016,30000,1,1,Second,23.1,998,67.04,5.0,4.25,8,2.9,4.62
2930,Nissan Micra Diesel XV,Hyderabad,2011,123880,0,0,First,23.08,1461,63.1,5.0,3.3,13,2.73,4.62
2940,Maruti Baleno Alpha 1.3,Kolkata,2016,29000,0,0,First,27.39,1248,74,5.0,6.5,8,2.7,5.48
2942,Maruti Celerio VXI AT,Mumbai,2015,33000,1,1,First,23.1,998,67.04,5.0,3.99,9,2.9,4.62
2943,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,0,0,First,22.7,1498,89.84,5.0,5.45,10,3.96,4.54
2945,Honda Jazz 1.5 SV i DTEC,Mumbai,2016,48719,0,0,First,27.3,1498,98.6,5.0,6.25,8,3.61,5.46
2947,Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,0,0,First,23.08,1461,63.1,5.0,3.7,12,2.73,4.62
2950,Maruti Swift VDI,Kolkata,2014,35010,0,0,First,22.9,1248,74,5.0,3.5,10,3.23,4.58
2953,Honda Amaze S i-Dtech,Kolkata,2013,38755,0,0,First,25.8,1498,98.6,5.0,3.2,11,3.82,5.16
2954,Maruti Swift VXI BSIV,Delhi,2016,30000,1,0,First,20.4,1197,81.80,5.0,5.0,8,4.01,4.08
2955,Maruti Ertiga ZDI,Chennai,2012,40000,0,0,First,20.77,1248,88.8,7.0,7.0,12,4.28,2.97
2960,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,0,0,Second,22.07,1199,73.9,5.0,4.25,10,3.35,4.41
2966,Maruti Swift Dzire LDI,Delhi,2015,37857,0,0,First,26.59,1248,74,5.0,4.85,9,2.78,5.32
2967,Maruti Swift VDI BSIV,Jaipur,2014,71000,0,0,First,25.2,1248,74,5.0,4.8,10,2.94,5.04
2970,Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,0,0,First,22.95,1248,74,5.0,5.0,7,3.22,4.59
2971,Hyundai EON Era Plus,Jaipur,2015,91000,1,0,First,21.1,814,55.2,5.0,2.5,9,2.62,4.22
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,0,0,First,22.7,1498,89.84,5.0,6.15,10,3.96,4.54
2975,Maruti Ritz VXI,Hyderabad,2014,32500,1,0,Second,21.1,1197,85.80,5.0,4.05,10,4.07,4.22
2976,Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,94500,0,0,Second,21.9,1396,90,5.0,3.1,14,4.11,4.38
2977,Maruti Dzire VXI,Hyderabad,2013,34900,1,0,First,22.0,1197,81.80,5.0,5.49,11,3.72,4.4
2985,Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,0,0,First,22.77,1498,98.59,5.0,7.25,8,4.33,4.55
2989,Maruti Wagon R LXI,Mumbai,2014,25422,1,0,First,22.5,998,67.04,5.0,3.25,10,2.98,4.5
2990,Maruti Ertiga VDI,Mumbai,2018,14000,0,0,First,25.47,1248,88.50,7.0,9.25,6,3.47,3.64
2997,Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,1,0,First,20.36,1197,78.9,5.0,3.0,14,3.88,4.07
3001,Maruti Swift Dzire VDI,Bangalore,2014,29000,0,0,First,23.4,1248,74,5.0,5.75,10,3.16,4.68
3002,Maruti Swift VXI,Pune,2010,68000,1,0,First,22.0,1197,81.80,5.0,2.8,14,3.72,4.4
3004,Maruti Ritz VDi,Pune,2012,64290,0,0,First,23.2,1248,73.94,5.0,3.65,12,3.19,4.64
3011,Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,0,0,First,25.0,1396,69.01,5.0,2.3,8,2.76,5.0
3012,Maruti Swift LDI,Hyderabad,2016,52000,0,0,First,28.4,1248,74,5.0,5.95,8,2.61,5.68
3013,Maruti Celerio VXI AT,Kolkata,2016,30000,1,1,First,23.1,998,67.04,5.0,3.49,8,2.9,4.62
3019,Honda City i DTEC V,Ahmedabad,2015,77000,0,0,First,26.0,1498,98.6,5.0,6.98,9,3.79,5.2
3025,Renault KWID RXT,Mumbai,2017,24000,1,0,First,25.17,799,53.3,5.0,3.5,7,2.12,5.03
3032,Maruti Ritz LDi,Jaipur,2013,65000,0,0,First,23.2,1248,73.94,5.0,3.75,11,3.19,4.64
3036,Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,1,0,First,20.3,1199,84,5.0,4.95,6,4.14,4.06
3040,Maruti Swift VDI,Kochi,2015,53500,0,0,First,28.4,1248,74,5.0,5.36,9,2.61,5.68
3046,Hyundai i10 Magna 1.2,Kochi,2017,49045,1,0,First,20.36,1197,78.9,5.0,4.07,7,3.88,4.07
3047,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,0,0,First,22.07,1199,73.9,5.0,2.99,12,3.35,4.41
3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,0,0,First,24.3,1248,88.5,5.0,7.9,7,3.64,4.86
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,0,0,First,25.4,1186,73.97,5.0,3.5,8,2.91,5.08
3056,Maruti Swift VDI Optional,Chennai,2016,38000,0,0,First,25.2,1248,74,5.0,5.95,8,2.94,5.04
3057,Renault Pulse RxL,Hyderabad,2013,71491,0,0,First,23.08,1461,63.12,5.0,4.95,11,2.73,4.62
3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085,0,0,First,26.21,1248,88.5,5.0,6.9,8,3.38,5.24
3064,Honda City i DTEC VX,Kolkata,2014,55000,0,0,First,25.1,1498,98.6,5.0,5.99,10,3.93,5.02
3072,Hyundai EON Era Plus,Pune,2015,66510,1,0,First,21.1,814,55.2,5.0,2.95,9,2.62,4.22
3074,Maruti Swift VDI,Hyderabad,2012,80799,0,0,First,22.9,1248,74,5.0,4.9,12,3.23,4.58
