Name,Mileage,Engine,Seats
Skoda Fabia 1.2 Petrol Active,16.25,1198,5.0
Land Rover Freelander 2 HSE,12.35,2179,5.0
Ford Fiesta 1.6 ZXi Duratec,15.3,1596,5.0
Hyundai Verna SX CRDi AT,19.08,1582,5.0
Renault KWID 1.0 RXT Optional,21.7,999,5.0
Tata Indica Vista Quadrajet 90 ZX Plus,22.3,1248,5.0
Hyundai i20 Active 1.4 SX,21.19,1396,5.0
Maruti SX4 Zxi BSIII,15.0,1586,5.0
Renault KWID RXT,25.17,799,5.0
Mahindra Xylo E4 ABS BS III,11.68,2498,7.0
Hyundai EON D Lite Plus,21.1,814,5.0
Honda Amaze VX i-DTEC,25.8,1498,5.0
Volkswagen Polo Diesel Highline 1.2L,22.07,1199,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Honda Amaze E i-Vtech,18.0,1198,5.0
BMW 1 Series 118d Base,20.58,1995,5.0
Maruti Celerio VXI AT,23.1,998,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,12.99,2494,8.0
Jaguar XF 2.2 Litre Luxury,16.36,2179,5.0
Honda WRV i-VTEC VX,17.5,1199,5.0
BMW X1 sDrive20d,17.05,1995,5.0
Skoda Rapid 1.6 MPI AT Elegance,14.3,1598,5.0
Volkswagen Vento 1.6 Comfortline,16.09,1598,5.0
Ford EcoSport 1.5 TDCi Trend Plus BE,22.77,1498,5.0
Mahindra XUV500 W6 2WD,15.1,2179,7.0
Ford Fiesta Classic 1.4 Duratorq LXI,18.6,1388,5.0
Hyundai Santro Xing GLS,17.92,1086,5.0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,12.0,2987,7.0
Maruti Alto LXi BSII,19.7,796,5.0
Honda City i VTEC VX Option,17.8,1497,5.0
Hyundai Santa Fe 2WD AT,13.01,2199,7.0
Mercedes-Benz GLA Class 200 CDI SPORT,17.9,2143,5.0
Toyota Innova 2.5 G4 Diesel 8-seater,12.8,2494,8.0
BMW 3 Series 320d Sedan,16.07,1995,5.0
Maruti Swift ZXI,18.6,1197,5.0
Volkswagen Vento Petrol Highline,15.04,1598,5.0
Maruti Ertiga VXI,16.02,1373,7.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Hyundai Creta 1.6 CRDi SX,19.67,1582,5.0
Audi A6 3.0 TDI quattro,16.77,2967,5.0
Mahindra XUV500 W8 1.99 mHawk,16.0,1997,7.0
Ford EcoSport 1.5 Ti VCT AT Titanium BE,16.05,1499,5.0
Hyundai Xcent 1.1 CRDi Base,24.4,1120,5.0
Volkswagen Vento 1.5 TDI Comfortline AT,21.21,1498,5.0
Mercedes-Benz S-Class 280 AT,13.0,2987,5.0
Hyundai i10 Magna,20.36,1197,5.0
Audi A4 35 TDI Technology Edition,17.11,1968,5.0
Hyundai i20 Sportz 1.4 CRDi,21.9,1396,5.0
Hyundai Verna 1.4 EX,23.5,1396,5.0
Honda City 1.5 V MT,17.0,1497,5.0
Maruti Ertiga VDI,25.47,1248,7.0
Maruti Alto LXi BSII,19.7,796,5.0
Maruti Wagon R AMT VXI,20.51,998,5.0
Hyundai Verna 1.6 CRDi AT SX,19.08,1582,5.0
Maruti Alto LXi BSIII,19.7,796,5.0
Volkswagen Vento 1.6 Comfortline,16.09,1598,5.0
Maruti Baleno Zeta 1.2,21.4,1197,5.0
Land Rover Freelander 2 TD4 SE,0.0,2179,5.0
Honda CR-V 2.0L 2WD AT,13.7,1997,5.0
Toyota Fortuner 2.8 2WD MT,14.24,2755,7.0
Honda City V AT,15.6,1497,5.0
Mercedes-Benz SLK-Class 55 AMG,12.0,5461,2.0
Honda City i-VTEC S,17.4,1497,5.0
Maruti Swift VDI,22.9,1248,5.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,14.53,1794,5.0
Toyota Etios Cross 1.4L VD,23.59,1364,5.0
Maruti Wagon R LX,18.9,998,5.0
Fiat Punto 1.2 Dynamic,15.7,1497.0,5.0
Mercedes-Benz E-Class 2015-2017 E 200 CGI,12.0,1991,5.0
Jaguar XF Aero Sport Edition,16.36,2179,5.0
Hyundai i20 Sportz Petrol,17.0,1197,5.0
Land Rover Freelander 2 SE,12.39,2179,5.0
Hyundai Elite i20 Petrol Sportz,18.6,1197,5.0
Honda Amaze S i-Vtech,18.0,1198,5.0
Mercedes-Benz M-Class ML 350 4Matic,0.0,2987,5.0
Maruti Alto 800 VXI,22.74,796,5.0
Toyota Innova Crysta 2.8 ZX AT,11.36,2755,7.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
BMW X3 xDrive30d M Sport,16.55,2993,5.0
Hyundai i20 Magna,18.5,1197,5.0
Hyundai Grand i10 AT Asta,18.9,1197,5.0
Hyundai Santro Xing XG,17.0,1497.0,5.0
Ford Fiesta 1.5 TDCi Titanium,25.01,1498,5.0
Maruti Swift Dzire VDI,26.59,1248,5.0
Toyota Etios VXD,23.59,1364,5.0
Hyundai Xcent 1.2 Kappa Base,19.1,1197,5.0
Honda Civic 2006-2010 1.8 S MT,13.5,1799,5.0
Toyota Innova 2.5 GX (Diesel) 8 Seater,12.99,2494,8.0
Hyundai Accent GLE,13.2,1495,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Mercedes-Benz SL-Class SL 500,8.1,5461,2.0
Ford Ecosport 1.5 DV5 MT Titanium Optional,22.7,1498,5.0
Hyundai Xcent 1.2 VTVT E,20.14,1197,5.0
Skoda Rapid 1.6 MPI AT Ambition Plus,14.3,1598,5.0
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,15.73,1968,5.0
Mahindra XUV500 W8 2WD,16.0,2179,7.0
Hyundai Verna VTVT 1.6 SX Option,17.0,1591,5.0
Hyundai Verna Xi (Petrol),13.9,1599,5.0
Ford Ikon 1.6 CLXI,14.2,1597,5.0
Nissan Micra Active XV,19.69,1198,5.0
Honda Brio VX AT,16.5,1198,5.0
Toyota Innova 2.5 GX (Diesel) 7 Seater,12.99,2494,7.0
Volkswagen Vento 1.5 TDI Highline,20.64,1498,5.0
Mahindra XUV500 W10 AWD,16.0,2179,7.0
Hyundai Xcent 1.2 Kappa AT SX Option,16.9,1197,5.0
Ford Endeavour 2.2 Trend MT 4X4,13.5,2198,7.0
Chevrolet Spark 1.0 LT,18.0,995,5.0
Maruti Ertiga SHVS VDI,24.52,1248,7.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Honda City i VTEC S,17.4,1497,5.0
Mini Cooper Countryman D,23.8,1998,5.0
Toyota Corolla Altis 2008-2013 1.8 VL AT,14.53,1794,5.0
Skoda Superb Elegance 1.8 TSI AT,13.7,1798,5.0
Maruti Wagon R LXI BS IV,18.9,998,5.0
Hyundai i10 Era 1.1,19.81,1086,5.0
Tata Tiago 1.2 Revotron XT Option,23.84,1199,5.0
Maruti Baleno Zeta 1.2,21.4,1197,5.0
Volkswagen Vento 1.6 Highline,15.04,1598,5.0
Hyundai Grand i10 1.2 Kappa Sportz Option,18.9,1197,5.0
Ford Figo Diesel EXI,20.0,1399,5.0
Honda Civic 2010-2013 1.8 V AT Sunroof,13.9,1799,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,15.68,1999,5.0
Audi A6 2.7 TDI,12.4,2698,5.0
Mercedes-Benz E-Class 280 CDI,11.0,2987,5.0
Honda City 1.5 V AT Exclusive,17.0,1497,5.0
Honda CR-V 2.4 4WD AT,10.1,2354,5.0
Maruti Ciaz 1.3 Alpha,28.09,1248,5.0
Maruti Wagon R LXI,18.9,998,5.0
Hyundai Creta 1.6 CRDi SX Option,19.67,1582,5.0
Maruti Ciaz VDi Plus SHVS,28.09,1248,5.0
Hyundai EON D Lite Plus,21.1,814,5.0
Maruti Ertiga VXI,16.02,1373,7.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Honda City 1.5 GXI,12.8,1493,5.0
Volkswagen Polo Petrol Trendline 1.2L,16.47,1198,5.0
Mercedes-Benz GLA Class 200 CDI,17.9,2143,5.0
Hyundai Santa Fe 4X2,14.66,2199,7.0
Maruti Swift VDI,22.9,1248,5.0
Hyundai Elite i20 Sportz Plus,18.6,1197,5.0
Mahindra Xylo E8 BS IV,14.0,2498,8.0
Hyundai Grand i10 Asta Option,18.9,1197,5.0
Volkswagen Vento Petrol Highline,15.04,1598,5.0
Honda Accord 2.4 A/T,11.7,2354,5.0
Mercedes-Benz S-Class S 350 d,13.5,2925,5.0
Mercedes-Benz B Class B200 CDI,15.0,2143,5.0
Hyundai Creta 1.6 SX Option Diesel,20.5,1582,5.0
Maruti Alto LXI,19.7,796,5.0
Audi A3 35 TDI Premium,20.38,1968,5.0
Renault Duster 85PS Diesel RxL,19.87,1461,5.0
Ford Fiesta 1.4 ZXi TDCi ABS,17.8,1399,5.0
Hyundai Creta 1.6 SX Plus Diesel,19.67,1582,5.0
Ford Figo Diesel ZXI,20.0,1399,5.0
Volkswagen Polo Petrol Highline 1.6L,15.26,1598,5.0
Volvo V40 D3 R Design,16.8,1969,5.0
Hyundai Verna SX CRDi AT,19.08,1582,5.0
BMW 7 Series 2007-2012 730Ld,14.49,2993,5.0
Mitsubishi Lancer GLXD,14.8,1998,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Maruti Ciaz VDi Plus,26.21,1248,5.0
Maruti Vitara Brezza VDi Option,24.3,1248,5.0
BMW 3 Series Luxury Line,21.76,1995,5.0
Volkswagen Vento Petrol Highline AT,14.4,1598,5.0
Hyundai i20 1.2 Asta,17.0,1197,5.0
BMW X5 3.0d,11.0,2993,5.0
Hyundai Xcent 1.2 Kappa S,19.1,1197,5.0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,14.21,2143,5.0
Land Rover Freelander 2 SE,12.39,2179,5.0
Hyundai i10 Magna,20.36,1197,5.0
Hyundai Verna 1.6 SX CRDi (O),22.32,1582,5.0
Volkswagen Jetta 2012-2014 2.0L TDI Highline,19.33,1968,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Maruti Omni 8 Seater BSII,19.7,796,8.0
Skoda Superb Style 1.8 TSI AT,14.67,1798,5.0
Maruti Swift VDI,22.9,1248,5.0
Mahindra Scorpio 2.6 LX,10.5,2179,8.0
Mercedes-Benz GLA Class 200 Sport Edition,13.7,1991,5.0
Mahindra Thar CRDe,16.55,2498,6.0
Renault Duster 110PS Diesel RxZ,19.01,1461,5.0
Audi Q5 2008-2012 2.0 TDI,12.8,1968,5.0
Land Rover Freelander 2 SE,12.39,2179,5.0
Volkswagen Vento Diesel Comfortline,20.54,1598,5.0
BMW 5 Series 2003-2012 540i Sedan,11.62,2979,5.0
Hyundai Elantra CRDi SX,22.7,1582,5.0
Tata Sumo EX,15.3,2956,7.0
Datsun redi-GO T,22.7,799,5.0
BMW X5 xDrive 30d,11.7,2993,5.0
BMW 6 Series 630i Coupe,7.94,4395,4.0
Maruti Alto Vxi 1.1,18.9,1061,5.0
Volkswagen Polo Petrol Comfortline 1.2L,16.47,1198,5.0
Datsun GO Plus A,20.62,1198,7.0
Hyundai Creta 1.6 VTVT S,15.29,1591,5.0
Maruti Alto K10 VXI,24.07,998,5.0
Hyundai Santa Fe 4X4,14.66,2199,7.0
Volkswagen Polo GT TDI,15.11,1598,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Maruti Swift VDI,22.9,1248,5.0
Skoda Rapid 1.6 TDI Ambition,20.5,1598,5.0
Mercedes-Benz E-Class 280 CDI,11.0,2987,5.0
Mahindra Scorpio SLE BSIV,12.05,2179,8.0
Nissan Sunny 2011-2014 Diesel XL,21.64,1461,5.0
Maruti Swift Dzire VXi,17.5,1298,5.0
Hyundai EON Sportz,21.1,814,5.0
Honda Brio S MT,19.4,1198,5.0
Nissan Micra XV Primo,18.06,1198,5.0
Maruti Alto LXi BSII,19.7,796,5.0
BMW 3 Series 320d,22.69,1995,5.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
Maruti Celerio LXI,23.1,998,5.0
Maruti Wagon R VXI 1.2,21.5,1197,5.0
Maruti Ciaz ZDi Plus,26.21,1248,5.0
Audi A4 2.0 TDI,16.55,1968,5.0
Honda Brio S MT,19.4,1198,5.0
Mahindra Scorpio VLX 2WD AT BSIV,11.79,2179,8.0
Honda City i DTEC V,26.0,1498,5.0
BMW X1 sDrive20d,17.05,1995,5.0
Chevrolet Spark 1.0 LT,18.0,995,5.0
Ford Figo Diesel EXI,20.0,1399,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,19.27,2143,5.0
Skoda Octavia Elegance 2.0 TDI AT,19.3,1968,5.0
BMW X3 xDrive20d xLine,18.56,1995,5.0
Hyundai EON Era Plus,21.1,814,5.0
Audi A4 35 TDI Technology,18.25,1968,5.0
Ford Figo 2015-2019 1.2P Titanium MT,18.16,1196,5.0
Maruti Alto K10 2010-2014 VXI,20.92,998,5.0
Maruti Alto 800 2016-2019 VXI,24.7,796,5.0
Mercedes-Benz New C-Class C 220 CDI Style,19.27,2143,5.0
Hyundai Santro D Lite,20.3,1086,5.0
Hyundai Xcent 1.1 CRDi S,24.4,1120,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Maruti Swift Vdi BSIII,17.8,1248,5.0
Volkswagen Polo 1.2 MPI Comfortline,16.2,1199,5.0
Audi A4 2.0 TDI 177 Bhp Premium Plus,17.11,1968,5.0
Land Rover Range Rover 3.6 TDV8 Vogue SE,10.2,4367,7.0
Mahindra XUV500 W8 2WD,16.0,2179,7.0
Ford Endeavour 2.5L 4X2,13.1,2499,7.0
Tata Indica V2 DLX,17.2,1396,5.0
Maruti Baleno Alpha,21.4,1197,5.0
Hyundai Xcent 1.1 CRDi Base,24.4,1120,5.0
Honda Civic 2006-2010 1.8 S MT,13.5,1799,5.0
Hyundai i20 Sportz Option 1.2,18.6,1197,5.0
Tata Nexon 1.2 Revotron XZ Plus,17.0,1198,5.0
Hyundai i20 Sportz 1.2,18.6,1197,5.0
Maruti Swift Dzire ZXI,19.1,1197,5.0
Maruti Wagon R LXI,22.5,998,5.0
Hyundai i20 Sportz 1.4 CRDi,21.9,1396,5.0
Toyota Fortuner 4x2 AT,12.55,2982,7.0
Hyundai i10 Sportz,20.36,1197,5.0
Hyundai Grand i10 Asta,18.9,1197,5.0
Hyundai i20 Asta 1.2,18.6,1197,5.0
Maruti Vitara Brezza ZDi Plus,24.3,1248,5.0
Honda Amaze S i-Dtech,25.8,1498,5.0
Mercedes-Benz M-Class ML 250 CDI,15.26,2143,5.0
Hyundai i20 Sportz Diesel,23.0,1396,5.0
Hyundai i10 Era,19.81,1086,5.0
Maruti Swift Dzire VDI,26.59,1248,5.0
BMW Z4 2009-2013 Roadster 2.5i,10.37,2979,2.0
Maruti Baleno Alpha Diesel,27.39,1248,5.0
Chevrolet Beat Diesel,25.44,936,5.0
Honda Brio V MT,19.4,1198,5.0
Ford Figo Diesel Titanium,20.0,1399,5.0
Maruti Celerio VXI AT,23.1,998,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,14.84,2143,5.0
Honda Brio S MT,19.4,1198,5.0
Maruti Baleno Alpha CVT,21.4,1197,5.0
Hyundai EON Sportz,21.1,814,5.0
Toyota Prius 2009-2016 Z4,18.19,1798,5.0
Hyundai i20 1.4 CRDi Sportz,23.0,1396,5.0
Ford Endeavour 3.2 Titanium AT 4X4,10.91,3198,7.0
Honda City i-VTEC VX,17.4,1497,5.0
Maruti SX4 ZDI,21.5,1248,5.0
Chevrolet Optra Magnum 1.6 LS Petrol,12.9,1598,5.0
Volkswagen Vento Diesel Highline,20.54,1598,5.0
Honda City V MT,16.8,1497,5.0
Hyundai Creta 1.6 CRDi SX Option,19.67,1582,5.0
Hyundai Xcent 1.1 CRDi SX,24.4,1120,5.0
Mercedes-Benz GLC 220d 4MATIC Style,17.9,2143,5.0
Ford Figo Diesel EXI,20.0,1399,5.0
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,15.0,1896,5.0
Mahindra TUV 300 2015-2019 T8,18.49,1493,7.0
Ford Ecosport 1.5 Ti VCT MT Titanium,15.8,1499,5.0
Hyundai Verna 1.6 SX VTVT (O),17.1,1591,5.0
Hyundai i20 Sportz 1.2,18.6,1197,5.0
Audi A4 New 2.0 TDI Multitronic,15.2,1968,5.0
Nissan Micra Active XV S,19.49,1198,5.0
Mercedes-Benz M-Class ML 250 CDI,15.26,2143,5.0
Land Rover Discovery Sport TD4 S,12.83,2179,5.0
Hyundai Creta 1.6 SX Option Executive,15.8,1591,5.0
Skoda Rapid 1.6 TDI Active,20.5,1598,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Hyundai Creta 1.6 SX,15.8,1591,5.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
Mahindra TUV 300 T8,18.49,1493,7.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
BMW X5 xDrive 30d,11.7,2993,5.0
Maruti Dzire AMT VDI,28.4,1248,5.0
Toyota Fortuner 4x4 MT,12.55,2982,7.0
Audi A6 2011-2015 35 TDI Technology,17.68,1968,5.0
Honda Jazz 1.5 V i DTEC,27.3,1498,5.0
Audi Q7 4.2 TDI Quattro Technology,11.33,4134,7.0
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,12.05,2179,7.0
Chevrolet Cruze LTZ,18.3,1991,5.0
Chevrolet Beat Diesel LT,25.44,936,5.0
Audi A4 35 TDI Premium Plus,18.25,1968,5.0
Skoda Rapid 1.6 MPI AT Style,14.3,1598,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Maruti Swift VDI,22.9,1248,5.0
Honda City 1.5 V MT Exclusive,17.0,1497,5.0
Mercedes-Benz M-Class ML 250 CDI,15.26,2143,5.0
Maruti Swift Ldi BSIII,17.8,1248,5.0
Ford Aspire Titanium Diesel,26.1,1498,5.0
Hyundai i10 Sportz,20.36,1197,5.0
Fiat Punto 1.4 Emotion,14.6,1497.0,5.0
Maruti Alto LXi,19.7,796,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,19.27,2143,5.0
Tata Indica V2 DLE BSIII,17.88,1396,5.0
Maruti Alto 800 VXI,22.74,796,5.0
Skoda Superb 2.8 V6 AT,9.3,2771,5.0
Volkswagen Polo Petrol Comfortline 1.2L,16.47,1198,5.0
Maruti Dzire AMT ZXI Plus,22.0,1197,5.0
Mahindra Scorpio VLX,12.05,2179,8.0
Maruti Swift Vdi BSIII,17.8,1248,5.0
BMW 3 Series 320d Prestige,18.88,1995,5.0
Tata Nano STD SE,25.4,624,4.0
Toyota Innova 2.5 VX (Diesel) 8 Seater,12.99,2494,8.0
Honda Brio S Option MT,18.4,1198,5.0
Tata Tiago AMT 1.2 Revotron XZA,23.84,1199,5.0
Mahindra Scorpio SLE BSIV,12.05,2179,8.0
BMW 5 Series 2003-2012 525d,16.73,1995,5.0
Toyota Corolla Altis D-4D GL,21.43,1364,5.0
Honda City i VTEC CVT VX,18.0,1497,5.0
Hyundai Verna CRDi 1.6 SX Option,22.0,1582,5.0
Maruti Swift Dzire VDI Optional,26.59,1248,5.0
Maruti Ciaz ZXi,20.73,1373,5.0
Ford Ecosport 1.5 DV5 MT Titanium,22.7,1498,5.0
Maruti Alto K10 2010-2014 VXI,20.92,998,5.0
Honda Amaze V CVT Petrol,19.0,1199,5.0
Mahindra XUV500 W6 2WD,15.1,2179,7.0
Mahindra TUV 300 2015-2019 T8,18.49,1493,7.0
Honda Jazz VX,18.2,1199,5.0
Maruti Swift VXI BSIII W/ ABS,16.1,1298,5.0
Volkswagen Polo Petrol Highline 1.2L,16.47,1198,5.0
Hyundai Creta 1.6 SX Option Diesel,20.5,1582,5.0
Chevrolet Beat LS,18.6,1199,5.0
Honda Amaze VX i-DTEC,25.8,1498,5.0
Mercedes-Benz E-Class 230 E AT,10.0,2496,5.0
BMW 5 Series 530d M Sport,18.59,2993,5.0
Audi A3 35 TDI Premium Plus,20.38,1968,5.0
Maruti Swift Dzire VDI,26.59,1248,5.0
Maruti Swift Dzire VDI,26.59,1248,5.0
Toyota Innova 2.5 V Diesel 7-seater,12.8,2494,7.0
BMW X3 xDrive20d,16.09,1995,5.0
BMW 5 Series 2003-2012 525d,16.73,1995,5.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Honda City 1.5 S MT,17.0,1497,5.0
Force One LX 4x4,17.0,2200,7.0
Volkswagen Polo 1.5 TDI Comfortline,20.14,1498,5.0
Honda Jazz S,16.0,1198,5.0
Toyota Etios Liva GD SP,23.59,1364,5.0
Nissan Terrano XV Premium 110 PS,19.01,1461,5.0
BMW X3 xDrive 20d xLine,18.56,1995,5.0
Hyundai i20 1.2 Magna,18.5,1197,5.0
Ford Fiesta EXi 1.4 TDCi Ltd,17.8,1399,5.0
Honda City 1.5 V AT,16.8,1497,5.0
Maruti Swift VDI BSIV,25.2,1248,5.0
Hyundai Grand i10 CRDi SportZ Edition,24.0,1120,5.0
Audi Q7 45 TDI Quattro Technology,14.75,2967,7.0
Volkswagen Ameo 1.2 MPI Highline 16 Alloy,17.0,1198,5.0
Honda City i VTEC CVT VX,18.0,1497,5.0
Maruti Baleno Alpha 1.3,27.39,1248,5.0
Hyundai Grand i10 CRDi Sportz,24.0,1120,5.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Maruti Swift 1.3 VXi,16.1,1497.0,5.0
Land Rover Freelander 2 TD4 HSE,0.0,2179,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Honda Jazz VX Diesel,27.3,1498,5.0
Maruti Vitara Brezza LDi Option,24.3,1248,5.0
Maruti Swift Dzire VDI,23.4,1248,5.0
Skoda Rapid 1.5 TDI AT Elegance,21.66,1498,5.0
Land Rover Freelander 2 TD4 SE,0.0,2179,5.0
Maruti Alto 800 LXI,22.74,796,5.0
Volkswagen Polo Petrol Highline 1.2L,16.47,1198,5.0
Honda City i DTEC SV,26.0,1498,5.0
Maruti Swift Dzire LDI,23.4,1248,5.0
Audi A4 2.0 TDI 177 Bhp Technology Edition,17.11,1968,5.0
Honda City i VTEC VX,17.8,1497,5.0
Ford Figo Aspire 1.2 Ti-VCT Ambiente,18.16,1196,5.0
Maruti Vitara Brezza LDi,24.3,1248,5.0
Renault Duster 110PS Diesel RxL,19.01,1461,5.0
Hyundai i20 Active 1.4 SX,21.19,1396,5.0
Mahindra Logan Petrol 1.4 GLE,15.7,1390,5.0
Honda City ZX GXi,17.7,1497,5.0
Ford Figo Petrol EXI,15.6,1196,5.0
Renault Duster Petrol RxL,13.06,1598,5.0
Hyundai i10 Sportz 1.2,20.36,1197,5.0
Land Rover Discovery Sport TD4 HSE 7S,12.81,1999,7.0
Audi Q5 2008-2012 2.0 TFSI Quattro,9.74,1984,5.0
Maruti Versa DX2 BS II,11.3,1298,8.0
Maruti Swift Dzire ZDI,26.59,1248,5.0
Audi A4 2.0 TDI Premium Sport Limited Edition,17.11,1968,5.0
Volkswagen Polo 1.2 MPI Comfortline,16.47,1198,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Honda Accord 2.4 MT,12.8,2354,5.0
Maruti Swift ZDi,22.9,1248,5.0
Skoda Fabia 1.2 MPI Classic,17.5,1198,5.0
Jeep Compass 2.0 Sport,17.1,1956,5.0
Tata Nano Twist XT,25.4,624,4.0
Ford Fiesta 1.6 ZXi ABS,15.3,1596,5.0
Maruti Celerio ZDi,27.62,793,5.0
Toyota Fortuner 3.0 Diesel,11.5,2982,7.0
Maruti Celerio ZDi,27.62,793,5.0
Hyundai EON Era Plus,21.1,814,5.0
Ford Fiesta Diesel Trend,23.5,1498,5.0
Volkswagen Polo 1.2 MPI Comfortline,16.47,1198,5.0
Volkswagen Polo 1.2 MPI Comfortline,16.2,1199,5.0
Maruti Vitara Brezza ZDi,24.3,1248,5.0
Honda Brio S MT,19.4,1198,5.0
Maruti Swift Dzire VXi,17.5,1298,5.0
Maruti Celerio LXI MT,23.1,998,5.0
Hyundai Creta 1.6 SX Plus Petrol Automatic,13.0,1591,5.0
Ford Ecosport 1.5 DV5 MT Titanium,22.7,1498,5.0
Honda CR-V RVi MT,13.1,1997,5.0
Land Rover Discovery Sport SD4 HSE Luxury 7S,12.51,2179,7.0
Mahindra XUV500 W8 2WD,15.1,2179,7.0
Volkswagen Polo 1.2 MPI Highline,16.47,1198,5.0
Hyundai i10 Magna AT,19.2,1197,5.0
Hyundai i10 Magna 1.2,20.36,1197,5.0
Chevrolet Cruze LTZ AT,14.81,1998,5.0
Mercedes-Benz E-Class E 200 CGI,12.0,1991,5.0
Hyundai Sonata 2.4 GDI,11.7,2359,5.0
Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,11.74,1796,5.0
Volkswagen Polo Diesel Trendline 1.2L,22.07,1199,5.0
Honda City i VTEC SV,17.4,1497,5.0
Maruti Vitara Brezza ZDi,24.3,1248,5.0
Hyundai Elite i20 Asta Option,18.6,1197,5.0
Tata New Safari Dicor EX 4X2,13.93,2179,7.0
Nissan Sunny 2011-2014 Diesel XL,21.64,1461,5.0
BMW 3 Series 330 Ci Convertible,10.9,2497,5.0
Toyota Corolla 1.8 J,14.53,1798,5.0
Hyundai Verna 1.6 SX,22.32,1582,5.0
Maruti Swift Dzire VDi,19.3,1248,5.0
Maruti Dzire VDI,28.4,1248,5.0
Maruti Alto K10 VXI,24.07,998,5.0
Jaguar XJ 5.0 L V8 Supercharged,10.5,5000,4.0
Mercedes-Benz New C-Class 220 CDI AT,14.84,2143,5.0
Hyundai Verna CRDi 1.6 SX Option,22.0,1582,5.0
Chevrolet Aveo 1.6 LT,14.2,1598,5.0
Maruti Swift VXI BSIV,20.4,1197,5.0
Hyundai Verna 1.6 CRDi S,23.9,1582,5.0
Mercedes-Benz GLC 220d Celebration Edition,17.9,2143,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Audi Q5 2008-2012 2.0 TDI,12.8,1968,5.0
BMW 3 Series 320d Dynamic,13.2,1995,5.0
Maruti Alto 800 2016-2019 LXI,24.7,796,5.0
Maruti Alto K10 2010-2014 VXI,20.92,998,5.0
Audi A4 1.8 TFSI Technology Edition,15.64,1798,5.0
Maruti Swift VXi BSIV,16.1,1197,5.0
Maruti Wagon R VXI,22.5,998,5.0
Skoda Rapid 1.5 TDI Ambition,21.14,1498,5.0
Honda Jazz S,16.0,1198,5.0
Mahindra XUV500 W10 2WD,16.0,2179,7.0
Maruti Ritz VXi,18.5,1197,5.0
Mercedes-Benz GLE 250d,17.9,2143,5.0
Skoda Rapid 1.6 TDI Ambition,20.5,1598,5.0
Hyundai Grand i10 CRDi Magna,24.0,1120,5.0
Hyundai Elite i20 Petrol Asta,18.6,1197,5.0
Tata Zest Quadrajet 1.3 75PS XE,22.95,1248,5.0
Hyundai i20 Magna 1.4 CRDi,22.54,1396,5.0
Skoda Rapid 1.6 TDI Elegance,20.5,1598,5.0
Fiat Linea Emotion,16.0,1368,5.0
Maruti Swift VXI BSIII W/ ABS,16.1,1298,5.0
Tata Indica V2 2001-2011 eLS,25.0,1396,5.0
Mercedes-Benz New C-Class C 220 CDI Elegance AT,14.84,2143,5.0
Mercedes-Benz GLE 350d,11.57,2987,5.0
Honda City V MT AVN,16.8,1497,5.0
Hyundai i20 Magna,18.5,1197,5.0
Toyota Fortuner 4x2 Manual,13.0,2982,7.0
Hyundai Grand i10 Magna,18.9,1197,5.0
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,15.0,1896,5.0
